3.448845833E-2,-1.196408479E-1,3.767658431E-2,1.115180969E-2,1.259278379E-1
4.443345833E-2,2.399737869E-1,5.804231765E-2,-3.960903883E-3,2.469251259E-1
5.437945834E-2,-4.537637603E-2,3.130077122E-2,6.518651426E-2,8.536999135E-2
6.432445833E-2,2.105540786E-2,1.941249558E-2,7.057413876E-2,7.616353620E-2
7.427045831E-2,9.735065885E-2,7.358739171E-2,-6.361770630E-3,1.221995381E-1
8.421645832E-2,-6.766032502E-3,2.107685070E-2,7.341763973E-2,7.668221864E-2
9.416145831E-2,7.556647321E-2,5.302160136E-2,6.608581603E-2,1.135293670E-1
1.041074583E-1,4.154493316E-2,4.843615090E-2,2.316082120E-3,6.385457244E-2
1.140524583E-1,2.690441879E-2,2.731532959E-2,6.593261898E-2,7.626981858E-2
1.239984583E-1,5.478646007E-2,2.955927626E-2,3.330223203E-2,7.059989857E-2
1.339434583E-1,6.045281403E-2,3.539324659E-2,3.255203426E-2,7.724545011E-2
1.438894583E-1,5.562987068E-2,2.503175890E-2,5.740036190E-2,8.376200219E-2
1.538344583E-1,4.748993436E-2,2.865745059E-2,3.329813898E-2,6.469396725E-2
1.637804583E-1,5.468766040E-2,3.134154185E-2,4.422424614E-2,7.699880773E-2
1.737264583E-1,5.513002053E-2,4.202594887E-2,3.808642387E-2,7.909535528E-2
1.836714583E-1,4.710360699E-2,3.425960624E-2,3.718712211E-2,6.910392508E-2
1.936174583E-1,4.540228651E-2,3.802533189E-2,4.107902884E-2,7.207482290E-2
2.035624583E-1,6.235540207E-2,4.331196173E-2,3.748591483E-2,8.467181353E-2
2.135084583E-1,3.831554336E-2,2.682734975E-2,4.571704030E-2,6.540516288E-2
2.234534583E-1,5.500848981E-2,3.153705355E-2,4.392019093E-2,7.713302062E-2
2.333994583E-1,3.915560553E-2,3.322853655E-2,3.987859547E-2,6.501999279E-2
2.433454583E-1,4.041086112E-2,2.530518476E-2,4.227186084E-2,6.372048564E-2
2.532904583E-1,4.317947205E-2,3.343809300E-2,4.496567309E-2,7.074238210E-2
2.632364583E-1,5.318179223E-2,3.257117704E-2,3.927633226E-2,7.370084718E-2
2.731814583E-1,4.902893522E-2,3.053720708E-2,4.556384325E-2,7.356916010E-2
2.831274583E-1,4.468188670E-2,2.899303966E-2,4.166959763E-2,6.762708565E-2
2.930724583E-1,3.746536735E-2,3.401053312E-2,3.972247481E-2,6.432919337E-2
3.030184583E-1,4.174973646E-2,2.878605051E-2,4.466103315E-2,6.757429304E-2
3.129634583E-1,4.247381362E-2,2.906994653E-2,3.597967207E-2,6.279827575E-2
3.229094583E-1,4.990070483E-2,2.887846849E-2,4.076971114E-2,7.061314064E-2
3.328554583E-1,5.566537424E-2,3.297676824E-2,4.660581708E-2,7.973834284E-2
3.428004583E-1,4.482380502E-2,2.652935417E-2,3.672636151E-2,6.373229761E-2
3.527464583E-1,4.527235498E-2,2.757595552E-2,3.717425823E-2,6.474523090E-2
3.626914583E-1,3.735989362E-2,4.111705402E-2,4.361028850E-2,7.062741002E-2
3.726374583E-1,3.911795494E-2,3.656824915E-2,3.971662760E-2,6.666979640E-2
3.825824583E-1,5.607821507E-2,3.084777418E-2,4.076386392E-2,7.588177633E-2
3.925284583E-1,4.891166200E-2,3.887069995E-2,4.031479776E-2,7.435432007E-2
4.024753333E-1,4.526642097E-2,2.786615558E-2,4.181168497E-2,6.762978999E-2
4.124203333E-1,5.843728793E-2,3.318415253E-2,4.121293008E-2,7.883279905E-2
4.223663333E-1,5.853495014E-2,3.218297902E-2,4.091238320E-2,7.833203448E-2
4.323113333E-1,4.945830815E-2,2.963954985E-2,4.645028114E-2,7.404225671E-2
4.422573333E-1,3.714389382E-2,3.533945678E-2,4.510249794E-2,6.828456175E-2
4.522023333E-1,3.906908501E-2,3.592273710E-2,5.587891638E-2,7.706678753E-2
4.621483333E-1,4.773212786E-2,3.231512381E-2,4.330389440E-2,7.209612006E-2
4.720943333E-1,3.487761354E-2,2.467525919E-2,3.866295934E-2,5.762066267E-2
4.820393333E-1,3.613781185E-2,3.386614116E-2,3.881206334E-2,6.292243815E-2
4.919853333E-1,4.922379368E-2,3.243453263E-2,4.195377231E-2,7.235398940E-2
5.019303333E-1,5.058751969E-2,2.413977986E-2,4.644384921E-2,7.279325003E-2
5.118763333E-1,4.149981824E-2,2.920048334E-2,4.165205598E-2,6.564904347E-2
5.218213333E-1,4.004301187E-2,2.805270917E-2,3.880738556E-2,6.242123409E-2
5.317673333E-1,3.558311208E-2,3.473970833E-2,4.913532257E-2,6.990912046E-2
5.417123333E-1,4.699328648E-2,3.061698503E-2,3.730932891E-2,6.736285899E-2
5.516583333E-1,4.741922873E-2,3.797574248E-2,3.221874297E-2,6.876618114E-2
5.616043333E-1,3.562310612E-2,2.977737740E-2,4.389329374E-2,6.389302880E-2
5.715493333E-1,4.844154130E-2,2.924772473E-2,4.748582304E-2,7.387093958E-2
5.814953333E-1,4.654299606E-2,3.171103334E-2,4.523873806E-2,7.223837996E-2
5.914403333E-1,4.554303082E-2,3.928664711E-2,4.299282253E-2,7.393234127E-2
6.013863333E-1,3.884968195E-2,2.911845101E-2,3.895064235E-2,6.224415246E-2
6.113313333E-1,4.191531773E-2,2.692259541E-2,4.793138087E-2,6.913130460E-2
